Smiles,IC50_uM,pIC50
Cc1ccc(-n2nncc2SCC(=O)Nc2ccc(-c3ccc(CC(=O)O)cc3)cc2Cl)c(Cl)c1,0.73,6.13667714
CCCN(C)c1nc(C(OC)c2c(Cl)cccc2Cl)c(C)c(=O)[nH]1,0.74,6.13076828
N#Cc1cc(Cl)cc(Oc2cc(OCc3n[nH]c4cccnc34)ccc2Cl)c1,0.74,6.13076828
C(C1C2OC(CC2)C1C(O)=O)(O)=O,0.741310241,6.13
C(CC([O-])=O)(C[N+](C)(C)C)C1CC1,0.741310241,6.13
C1(=O)C(C2(C34)C(C=C2)C3)C4C(=O)C=C1,0.741310241,6.13
C1(C(N(C(C)C)C(C)C)=O)(C)CC1,0.741310241,6.13
c12c(Cn(nnc3)c3C=N1)cccc2,0.741310241,6.13
C12CC(C1(C)C)C\C(=N/O)\C2(C)O,0.741310241,6.13
c1c(Cl)c(NC(=O)C)cc(C)c1,0.741310241,6.13
c1c(nc(nc1N)N(CCO)C)O,0.741310241,6.13
C1C(O)(C(OC)=O)C(C=O)=CC1C,0.741310241,6.13
c1c(OCC(CO)O)ccc(F)c1,0.741310241,6.13
C1CCC2(C(CO)(C)C(=O)O2)CC1,0.741310241,6.13
CC#CC(OCC)(OCC)OCC,0.741310241,6.13
CC(\C(\NNC(N)=O)=N/CCC)=O,0.741310241,6.13
CC1C(NC(CC(=O)NC1=O)=O)=O,0.741310241,6.13
ClCCNC(SCCO)=O,0.741310241,6.13
N12C(C)(OCC1C(C)C)CCC2=O,0.741310241,6.13
NC1Cc(cc(C)cc2C)c12,0.741310241,6.13
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCN3CCOCC3)[nH]c3ccc(Cl)c(F)c23)c1,0.747,6.126679398
CCC1(c2ccc(C)cc2)Oc2ccccc2-n2cccc2C1=O,0.75,6.124938737
C(/c1ccc(O)cc1)=C(\CCO2)/C2=O,0.758577575,6.12
C(C)(C)(CCC(O)=O)CCC(O)=O,0.758577575,6.12
C(C1=C(SCCC1)N)(=O)OCC,0.758577575,6.12
C(C1=Cc2c(cccc2)OC1=O)(O)=O,0.758577575,6.12
C(CC)(C(O)=O)(C(O)=O)C(C)CC,0.758577575,6.12
C(CC)C(OCC)(OCC)OCC,0.758577575,6.12
C(CCCCCC(O)=O)CC(O)=O,0.758577575,6.12
C(CS\C=C\C(O)=O)CC(O)=O,0.758577575,6.12
C[N+]1(C2CC3)C3C(C(O)C2)C1,0.758577575,6.12
c1(\N=C\N(C)C)ccnc(O)n1,0.758577575,6.12
c1(ccccc1)N2C(=O)CCC(C)=N2,0.758577575,6.12
C1=NC(C(OC)=O)C(C)(O)CS1,0.758577575,6.12
c1c(c(OCC(O)C2)n2n3)c3ccc1,0.758577575,6.12
c1cc(NC(C#N)C(O)C2O)c2cc1,0.758577575,6.12
C1CC(O)C(C(O)C(O)C2CO)N12,0.758577575,6.12
c1nc(NC(C)(CCC2=O)N23)c3cc1,0.758577575,6.12
c1nc(NC(C)(CCC2=O)N23)c3cn1,0.758577575,6.12
N#C\N=C(/NC)\NCc1ccccc1,0.758577575,6.12
N=C1NS(N=C2C1=NON2)(=O)=O,0.758577575,6.12
N1(C)C(N=S(C)(C)=N)=NC(=N)N1,0.758577575,6.12
n1(COCCO)c([N+]([O-])=O)ncc1,0.758577575,6.12
Nc1ns(nc([nH]cn2)c12)(O)=O,0.758577575,6.12
O=C1CCCCCN1c2ncccc2,0.758577575,6.12
O=C1NN2C(=NCC2)c(cccn3)c13,0.758577575,6.12
O=C1NN2C(=NCC2)c(cncc3)c13,0.758577575,6.12
P(N1CC1)(N2CC2)(N3CC3)=S,0.758577575,6.12
S(\C=C\C(O)=O)CCC(=O)OC,0.758577575,6.12
CCOCn1c(C(C#N)c2ccc(-c3ccccc3)cc2)cc(=O)n(O)c1=O,0.76,6.119186408
Cc1ccc(NC(=O)CS(=O)(=O)c2nccc(Oc3c(C)cc(C#N)cc3C)n2)cc1,0.766,6.11577123
O=C(CSc1nnnn1-c1cccc2ccccc12)Nc1ccccc1[N+](=O)[O-],0.766,6.11577123
Cc1ccc(-n2nccc2OCC(=O)Nc2ccc(-c3ccc(CC(=O)O)cc3)cc2Cl)c(Cl)c1,0.77,6.113509275
Cc1cc(C#N)cc(C)c1Oc1ccnc(NC2CCN(c3cccc(C#N)c3)CC2)n1,0.772,6.1123827
Cc1cc(C#N)cc(C)c1Oc1cc(Cl)nc(Nc2ccc(C#N)cc2)c1,0.773,6.111820506
C(c1ncn(C(N(C)N=N2)=O)c12)(=O)N,0.776247117,6.11
C(C1SSC(C(O)=O)C1)(O)=O,0.776247117,6.11
c1(c(nccn2)c2nc(SC)n1)O,0.776247117,6.11
C1(CC)C(C#N)=C(O)NC(O)=C1C#N,0.776247117,6.11
C1(N(C)C(C2CC=CC=C2)(O)CC1)=O,0.776247117,6.11
c12c(scc1)N(C=C(C(N)=O)C2)C,0.776247117,6.11
c1c(C(NNC(C)=S)=O)ccnc1,0.776247117,6.11
c1c(oc(n2)CC(OC)=O)c2ccc1,0.776247117,6.11
C1CC(CN(C)C)C(O)CC1,0.776247117,6.11
CC1=CC(Oc(cc(O)cc2O)c12)=O,0.776247117,6.11
CN1CCN(C)P1c2ccccc2,0.776247117,6.11
N(P1(OCC(C)(C)CN1)=O)(C)C,0.776247117,6.11
Nc1nc(nc(ccc(Cl)c2)c12)N,0.776247117,6.11
O=C1CCCC(OC(CC(=O)O2)C23)=C13,0.776247117,6.11
O=C1N(C(=O)N2C(CC3)CCC3N12)C,0.776247117,6.11
O=S1(C=Cc(cccc2)c2CC1)=O,0.776247117,6.11
O=S1(CC(OC(CC)O2)C2C1)=O,0.776247117,6.11
O1C(CN(C=C(C(=O)N2)C)C2=O)OCC1CO,0.776247117,6.11
P(=O)(OCC)(OCC)\C(\C)=N\O,0.776247117,6.11
P1(c2ccccc2)(=O)CC(C)CC1,0.776247117,6.11
Cc1nc(CCCCCOC(=O)c2ccccc2)n2nc(Cl)ccc12,0.78,6.107905397
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCC(N)=O)[nH]c3ccc(Cl)c(F)c23)c1,0.783,6.106238238
C/C(=C/CCC(=O)Nc1ccc(-c2ccc(OCC(=O)O)cc2)cc1Cl)c1ccc(C)cc1Cl,0.785,6.105130343
Cc1c(Oc2ccccc2OCCn2ccc(=O)[nH]c2=O)c(C)c2cc(C#N)ccc2c1C,0.79,6.102372909
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(Cl)cc3)CC2)ncc1Br,0.793,6.100726813
[N+](c1cccc(CC[N+]([O-])=O)c1)([O-])=O,0.794328235,6.1
[nH]1c(\C=C(/C#N)\P(O)(O)=O)ccc1,0.794328235,6.1
C(/C(O)=O)(\C=C\C(O)=O)=C/C(=O)OC,0.794328235,6.1
C(=C\CCNCCC=C)/[Si](C)(C)C,0.794328235,6.1
C(=O)(CC)ON[N+]([O-])=O,0.794328235,6.1
C(C(O)=O)(C(O)=O)CC#CCCCC,0.794328235,6.1
C(c1ccccc1)N2N=C(C=CC2=O)C,0.794328235,6.1
C(CCCCCNC(=O)C)NC(=O)C,0.794328235,6.1
C(N1CCOC12CCN(C)CC2)CO,0.794328235,6.1
C=CCNC(ON1C(=O)CCC1=O)=O,0.794328235,6.1
C1(C(C)C)N(C(CC(O2)C)=O)C2OC1,0.794328235,6.1
c1(C(NN)=O)c(C)nc(scc2)n12,0.794328235,6.1
C1(C(OC)=O)=NNC(C(OC)=O)=CN1,0.794328235,6.1
C1(N(C(C(C)C)CO2)C2OC(C)=C1)=O,0.794328235,6.1
C1C(C(C(OC)=O)=COC2O)C2CC1,0.794328235,6.1
c1c(C=CC(O2)=O)c2ccc1N,0.794328235,6.1
C1C(C2)CC(CC2C3)(CC13F)C(N)=O,0.794328235,6.1
c1c(Cl)c(NC(=O)C)ccc1OC,0.794328235,6.1
c1cc(N=C(C)N=S2(O)=O)c2cc1,0.794328235,6.1
C1N(CC(NC)=O)CC(=O)N(C)C1=O,0.794328235,6.1
c1nc(ccc(C(=O)C=CN2)c23)c3cc1,0.794328235,6.1
CC1(ON(CC)C(CC(C)CC2)C12)C,0.794328235,6.1
CC1C(C(S(=O)(=O)C2)C12)=O,0.794328235,6.1
N(CC#C)C(ON1C(=O)CCC1=O)=O,0.794328235,6.1
N1(C)c(cccc2)c2C3(C=CCC3)C1=O,0.794328235,6.1
O=C1c2c(N=C(CCC3=O)N13)cccc2,0.794328235,6.1
O=C1NCC(C)(C)OC(C(OC2)=O)=C12,0.794328235,6.1
Oc1ccc(OC(C(OC)=O)C)cc1,0.794328235,6.1
OCC(C[As](O)(O)=O)O,0.794328235,6.1
P(=O)(OC)(OC)N\N=C\C(O)=O,0.794328235,6.1
s1c(NCCCC)nc(C#N)c1N,0.794328235,6.1
Cc1ccc(-c2ncsc2SCC(=O)Nc2ccc(-c3ccc(CC(=O)O)cc3)cc2Cl)c(Cl)c1,0.796,6.099086932
CC1=C(Cc2cc(OS(=O)(=O)[O-])ccc2OS(=O)(=O)[O-])[C@]2(C)CCC[C@@](C)(CC[C@@]3(O)[C@H](C)CC[C@@H]4OC(C)(C)CCC[C@@]43C)[C@H]2CC1.[Na+].[Na+],0.8,6.096910013
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NNC(C)C)[nH]c3ccc(Cl)cc23)c1,0.8,6.096910013
Cc1cc(Oc2ccccc2OCCn2ccc(=O)[nH]c2=O)cc2cc(C#N)ccc12,0.8,6.096910013
Cc1ccc(-n2nnnc2SCC(=O)Nc2ccccc2Cl)c(Cl)c1,0.809,6.092051478
[N+](c1nccn1CC(O)COC)([O-])=O,0.812830516,6.09
C(c1c(c(c(C)cc1N(C)C)C=O)C)=O,0.812830516,6.09
C(c1c[nH]c(cccc2)c12)CC(=O)NN,0.812830516,6.09
C(N1CCCC1)(C(C)C)C(C)=C=C,0.812830516,6.09
C1(=O)C=C2C3(CC(N(CCC4)C34)C=C2)O1,0.812830516,6.09
C1(C(C)O)(C)C(=O)NC1CC(OC)=O,0.812830516,6.09
C1(N(C(CC1)=O)OC(N(C)N=O)=O)=O,0.812830516,6.09
c1(N)c2c(n(COCC#C)cn2)ncn1,0.812830516,6.09
c1(N)c2c(ncn2COCC#C)ncn1,0.812830516,6.09
C12CC3C(CC4C3C15)C2C4(C)C5NCC,0.812830516,6.09
C12N(CCC1)S(=O)(=O)CCNC2=O,0.812830516,6.09
c1c(C)c(\C=C(\C2=O)/N=C(C)O2)ccc1,0.812830516,6.09
c1c(cccn2)c2c(O)cc1,0.812830516,6.09
c1cc(C=C(C(C)=O)C(C)=O)ccc1O,0.812830516,6.09
c1ccc([nH]c(C2=NCCS2)n3)c3c1,0.812830516,6.09
c1ccc(\C=C(/C#N)\C(O)=O)cc1OC,0.812830516,6.09
c1ccc(CCN(CCCC)C=O)cc1,0.812830516,6.09
c1nc(nc(CSC2(C)C)n23)c3cc1,0.812830516,6.09
N#C\N=C(/N(C)C)\NCc1ccccc1,0.812830516,6.09
N(C)C(=O)N(CC(NC)=O)CC(O)=O,0.812830516,6.09
N(C1C(C(C(COC2)C23)CC13)Cl)=O,0.812830516,6.09
N(c1ccc(OC(=O)C=C2)c2c1)C(=O)C,0.812830516,6.09
O(c1ccccc1C2=NC(C)(C)CO2)C,0.812830516,6.09
O(C1SCC(OC(=O)O2)C12)C(=O)C,0.812830516,6.09
O=C(CCS\C=C\C(OCC)=O)O,0.812830516,6.09
O=C1c2c(NC(OC(C)C3)=C13)cccc2,0.812830516,6.09
O=C1C2CC(N(C)CC2)c(ccn3C)c13,0.812830516,6.09
O=C1CCC(C(Nc(cccc2)c23)=O)N13,0.812830516,6.09
O=C1N(C(=Nc(c(ccc2)N)c12)C)CC,0.812830516,6.09
O=C1NC(CC=CC2)(CCC3)C123,0.812830516,6.09
S(c1ccc(N)cc1)(=O)(=O)C(O)=O,0.812830516,6.09
S(c1n(cnc1N)C)(=O)(=O)N(C)C,0.812830516,6.09
S=CN1CCN(C(OCC)=O)CC1,0.812830516,6.09
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2C(=O)O)nc2ccsc12,0.827,6.08249449
O=C(NCc1ccn[nH]1)c1[nH]c2ccc(Br)cc2c1S(=O)(=O)N1CCCC1,0.829,6.081445469
Cc1cn([C@@H]2C[C@H](CO)[C@@H](O)C2)c(=O)[nH]c1=O,0.83,6.080921908
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3cccc(S(C)(=O)=O)c3)CC2)ncc1Br,0.831,6.080398976
C(C1C(CC(CC2)N(C)C12)O)O,0.831763771,6.08
C(C1C=CC(C)C(C(OC2=O)=O)C12)(O)=O,0.831763771,6.08
C(c1ccc(CC(C)C)cc1)(C)C(O)=O,0.831763771,6.08
C(c1n[nH]c(NC(=S)SC2=N)c12)#N,0.831763771,6.08
C(c1onc(cc([N+]([O-])=O)cc2)c12)(O)=O,0.831763771,6.08
C(C1SSC(C(O)=O)CC1)(O)=O,0.831763771,6.08
C(CO)(CC=C)C=C=CCN(C)C,0.831763771,6.08
C(N1OCCCC1c2ccccc2)CO,0.831763771,6.08
C1(\N=C\N(C)C)=NC(=O)N(CCO)C=C1,0.831763771,6.08
C1(C(O)=O)=C\C(=C(\c2cc(C(O)=O)c(c(Cc3cc(C(O)=O)c(cc3)O)c2)O)/c4cc(C(O)=O)c(O)cc4)\C=CC1=O,0.831763771,6.08
c1(C(O)=O)c(OC)c(C(=CCCCCCCCCC)c2c(OC)c(C(O)=O)cc(Br)c2)cc(Br)c1,0.831763771,6.08
C1(C(OC)=O)=CC2C(=O)OC1CC2C#N,0.831763771,6.08
C1(NC(=O)C2(C(=O)NC(=O)CC2)CC1)=O,0.831763771,6.08
c12c(cccc1)N(C)C(=O)C(C)(O)S2,0.831763771,6.08
C12C3(C(C4C3C15)C2C45C(OC)=O)C(O)=O,0.831763771,6.08
c1c(C(OC(C)C)=O)c(\C=N\O)ncc1,0.831763771,6.08
c1c(C)ccc(C=C(C(O)=O)C(O)=O)c1,0.831763771,6.08
c1c(CCC(OC)=O)c(\C=N\O)ncc1,0.831763771,6.08
c1c(CCOC(C)=O)c(\C=N\O)ncc1,0.831763771,6.08
c1c(OC)c(C2CCC(=O)O2)cc(C)c1,0.831763771,6.08
c1c(OC2C3CCO2)c3c(O)cc1OC,0.831763771,6.08
c1cc(C(CP(O)(O)=O)=O)sc1,0.831763771,6.08
N(C12CN(CN(CN3C1)C2)C3)CC(C)C,0.831763771,6.08
n1c(N(CC(O)=O)C(=O)NC2=O)c2[nH]c1,0.831763771,6.08
n1c(ncn2CC(O)CO)c2cnc1N,0.831763771,6.08
n1n(CCc(cccc2)c2)cnc1,0.831763771,6.08
Nc1snc(nccc2)c12,0.831763771,6.08
O(c1cc(ccc1OC)\C=C\C(O)=O)C,0.831763771,6.08
O(c1ccc(NC(=O)C)cc1)C(C)(C)C,0.831763771,6.08
O=C1C(=CC=CC(CC(=O)OC2=O)=C12)O,0.831763771,6.08
O=C1OC(=O)C(CC(C(OC2=O)=O)C23)C13,0.831763771,6.08
P(=O)(OCC)(OCC)C(C1CC1)=O,0.831763771,6.08
c1c(\C=C(/C)\C=C(C#N)C#N)ccc(C)c1,0.831763771,6.08
Cc1sc2nc(-c3ccc([N+](=O)[O-])cc3)[nH]c(=O)c2c1C,0.85,6.070581074
COC(c1nc(NC2CCCC2)[nH]c(=O)c1C)c1c(F)cccc1F,0.85,6.070581074
[Si](C)(C)(C)\C(=C\CCC(OC1C)C)\C1,0.851138038,6.07
C(=C\CCNCCC(C)=C)/[Si](C)(C)C,0.851138038,6.07
C(C(O)=O)(CC=C)CC(C(O)=O)CC=C,0.851138038,6.07
C(C1C(C(CC2=O)C(=O)C12)C(O)=O)(O)=O,0.851138038,6.07
C(c1ccc([As]=O)cc1)(O)=O,0.851138038,6.07
C1(=NOC2(C)COC(C)=O)C2CCCC1,0.851138038,6.07
C1(C(C)C)N(C(C(C)C(O2)C)=O)C2OC1,0.851138038,6.07
c1(NC(CC(NN)=O)=O)c(F)cccc1,0.851138038,6.07
C12(C(=O)N(C)c(cccc3)c13)CCCC=C2,0.851138038,6.07
c1c(\C(=C(/C(OC)=O)\C#N)\CC2)c2ccc1,0.851138038,6.07
C1C(C2)CC(CC2C3)(CC13F)NC(N)=O,0.851138038,6.07
C1C2C(OC(C)(C)O2)CC(COC3=O)C13,0.851138038,6.07
Cc1c(C#N)c(NN=C(C2=O)C)c2cc1C,0.851138038,6.07
Cc1n[nH]c(COC(=O)N2)c12,0.851138038,6.07
N1C(=O)C(CC(C)O)=CN(C(C)=O)C1=O,0.851138038,6.07
O(c1cccc(N)c1N)C,0.851138038,6.07
O=C(C(C(O)=O)(CCC=C)CCC=C)O,0.851138038,6.07
O=C1c2c(cccn2)C(c3ccccc3)O1,0.851138038,6.07
O=C1COC(NCC=C)=C1C(OCC)=O,0.851138038,6.07
O=S1(Cc(cccc2)c12)=O,0.851138038,6.07
Cc1nc(CCCCCCC(O)c2ccccc2)n2nc(Cl)ccc12,0.86,6.065501549
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCN3CCOCC3)[nH]c3ccc([N+](=O)[O-])cc23)c1,0.864,6.063486258
C(/C(=O)OCC)=C\SCCCC(O)=O,0.87096359,6.06
C(C)(CCC(O)=O)(CCC(O)=O)[N+]([O-])=O,0.87096359,6.06
C(c1ccccc1)(N2CCCCCC2=O)=O,0.87096359,6.06
C(c1ccccc1)(N2OC(C=CC23)CC3)=O,0.87096359,6.06
C(c1ccccc1)N2CCCC(=O)NC2=O,0.87096359,6.06
C(c1cnc(C)c(OC(C)(C)OC2)c12)C#N,0.87096359,6.06
C[N+]12C(CCC1)C(CC2)=C,0.87096359,6.06
c1([N+]([O-])=O)c(S(O)(=O)=O)cc(N)cc1,0.87096359,6.06
C1(=O)OC(C)(CO[N+]([O-])=O)C(CCC2)N12,0.87096359,6.06
C1(C(C(CCCC2)C2)=O)=CN(C)C(=O)C=C1,0.87096359,6.06
c1(C(C(NC(C)=O)=O)C(C)=O)ccccc1,0.87096359,6.06
c1(C(NC2=O)C(CC2C3)C3)ccc(cc1)O,0.87096359,6.06
C1(C(O)=O)=NNC(C(O)=O)=CN1,0.87096359,6.06
c1(C)cc(OCC(CO)O)ccc1Cl,0.87096359,6.06
C12C(C(c3ccccc3)=NO1)C(=O)NC2O,0.87096359,6.06
c12c(cc(C)cc1)C(CC(O)=O)=CC(=O)O2,0.87096359,6.06
c1c(C2=NC(C)(C)CO2)c(\C=N\O)ncc1,0.87096359,6.06
c1c(S(O)(=O)=O)ccc(N)c1[N+]([O-])=O,0.87096359,6.06
C1CCN(C(C)(O)C1(c2ccccc2)C3)C3,0.87096359,6.06
CC1S(OCCOS1(=O)=O)(=O)=O,0.87096359,6.06
Clc1cnnc([nH]cn2)c12,0.87096359,6.06
COC(CCS\C=C\C(OCC)=O)=O,0.87096359,6.06
N(N=O)(CCCl)C(=O)NCCCl,0.87096359,6.06
n1(C(CC2)CC2=O)cnc(c(N)ncn3)c13,0.87096359,6.06
N1(C)c(cccc2)c2C(CCC3=O)C3NC1,0.87096359,6.06
O=C1[N+](NC(=O)N1c2ccccc2C)(C)C,0.87096359,6.06
O=C1C=C2C3(CC(C=C2)N(CCCC4)C34)O1,0.87096359,6.06
O=C1C=CC(C)=NN1c2ccc(OC)cc2,0.87096359,6.06
O=C1N(CCC(CCCC2)N2C1)C,0.87096359,6.06
O=C1NNC(CCCC2)C2O1,0.87096359,6.06
O=s1(nc(nc(ncn2C)c12)CC)O,0.87096359,6.06
O=s1(nc(nc(ncn2C)c12)S)O,0.87096359,6.06
O=S1(OC(COS(=O)(=O)C1)C)=O,0.87096359,6.06
P(=O)(OC)(OC)C(c1ccccc1)=O,0.87096359,6.06
P(c1ccccc1)(=O)(N(N)C)N(N)C,0.87096359,6.06
S(c1n(cnc1NC=O)C)(=O)(=O)NC,0.87096359,6.06
S(P(O)(O)=O)CCNCCCN,0.87096359,6.06
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3cc(C(N)=O)ccc3Cl)CC2)ncc1Br,0.874,6.058488567
Cc1nc(CCCCCCC(=O)c2ccccc2)n2nc(N)ccc12,0.89,6.050609993
N#Cc1ccc2c(Cl)cc(Oc3ccccc3OCCn3ccc(=O)[nH]c3=O)cc2c1,0.89,6.050609993
C#CCN(C(ON1C(=O)CCC1=O)=O)N=O,0.891250938,6.05
C(C(O)=O)(NC(=O)C)C(C)(C)SN=O,0.891250938,6.05
C(C1(C(NC(=O)NC1OC)=O)F)(=O)OC,0.891250938,6.05
C(C1(c2ccccc2)CCNCC1)#N,0.891250938,6.05
C(C1=C(C2CC2)N3N(CCCC3)C1=O)CO,0.891250938,6.05
C(C1C(Nc(cccc2)c2S1)=O)C(O)=O,0.891250938,6.05
C(C1C(O)C2)(C2C3=O)C(C(CC4O)C1=O)C34,0.891250938,6.05
C(c1csc(CCCCC(=O)N2)c12)(O)=O,0.891250938,6.05
C(C1NC(=O)C(C(=O)C)=C1O)(C)CC,0.891250938,6.05
C[N+]12C(CCC1)C(CC2)C,0.891250938,6.05
c1(\C=C(\C(OCC)=O)/C(O)=O)ccccc1,0.891250938,6.05
C1(=O)C=CC(N2N=CC(=O)NC2=O)OC1C,0.891250938,6.05
c1(c(nc(C)c(n2)C)c2nc(SC)n1)O,0.891250938,6.05
c1(C)c(NC(C(OCC)=O)=O)c(C)ccc1,0.891250938,6.05
c1(Cl)c2c(n(COCC#C)cn2)ncn1,0.891250938,6.05
c1(Cl)c2c(ncn2COCC#C)ncn1,0.891250938,6.05
C1(COC(C)(C)P(c2ccccc2)C1)C,0.891250938,6.05
c12c(ccc(O)c1)C(CC(O)=O)=CC(=O)O2,0.891250938,6.05
C12C3C(C4C3(C(NO)=O)C1C45)C25C(NO)=O,0.891250938,6.05
c1c(C(C2(C3(NC(=O)N2)O)O)=O)c3ccc1,0.891250938,6.05
C1C(C2)CC(CC2C3)(CC13Cl)N,0.891250938,6.05
C1C(CCCC2)N2C(CCC3)N3C1CCC,0.891250938,6.05
c1c(NC(C(OCC)=O)=O)c(C)cc(C)c1,0.891250938,6.05
c1c(NC(C(OCC)=O)=O)c(CC)ccc1,0.891250938,6.05
c1c(OC)ccc(C=C(C(O)=O)C(O)=O)c1,0.891250938,6.05
c1c(OCC(CO)O)ccc(NC(C)=O)c1,0.891250938,6.05
c1c[nH]c(Sc2c([N+]([O-])=O)ncn2C)n1,0.891250938,6.05
c1cc(C(O)=O)c(S\C=C\C(O)=O)cc1,0.891250938,6.05
c1ccc(CCc2ncn(C)n2)cc1,0.891250938,6.05
c1ccc(N(C)C(=O)N2CC3SC3)c2c1,0.891250938,6.05
C1CCCC(O)C(NCCCC)C1,0.891250938,6.05
c1cnc(\C=N\OC(C)=O)c(OC(C)=O)c1,0.891250938,6.05
CC(\C(=N/O)\CC(C1)C(NC(C)=O)(C)C)=C1,0.891250938,6.05
CC1(OC(C(C2C(O)=O)C3C1C2C=C3)=O)C,0.891250938,6.05
COc1ccc(CC(C(O)=O)CC2=O)c2c1,0.891250938,6.05
n1(CC(N)=N)c(C)nc([N+]([O-])=O)c1,0.891250938,6.05
n1c(N(CC(O)=O)C(=O)N(C)C2=O)c2[nH]c1,0.891250938,6.05
n1c(N(CC=C)C(S2)=S)c2c(O)nc1,0.891250938,6.05
NC1=C(N(C(=O)c(cccc2)c12)C)C,0.891250938,6.05
O(c1ccccc1OCC2OC2)CC3OC3,0.891250938,6.05
O=C1C(=CC(=O)NN1c2ccccc2)Cl,0.891250938,6.05
O1c(c(C(=O)N(CC)CC)ccc2)c2OC1,0.891250938,6.05
OC12C3C(C=C1)C(OC(C(=O)N)=C3)OC2=O,0.891250938,6.05
S(=O)(=O)(C)SC,0.891250938,6.05
S1C(=NC(C)(C)CC(=N2)C)N2C(=O)C1C,0.891250938,6.05
s1c(NC(C)=O)nnc1S(C)(=O)=O,0.891250938,6.05
s1c(S(c2ccc(C)cc2)=O)ccc1,0.891250938,6.05
C1C(=O)C=CC(N2CC(C)C(=O)NC2=O)C1,0.891250938,6.05
c1c(C([N+]([CH-]c2ccccc2)=O)C)cccc1,0.891250938,6.05
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCC(NCc3ccc(C(N)=O)cc3)CC2)nc2ccsc12,0.895,6.048176965
CC(C)(C)N(Cc1ccccc1)C(=O)COC(=O)c1ccc([N+](=O)[O-])o1,0.9,6.045757491
CC(C)c1c(Cc2ccccc2)n(CCCCc2ccc(F)cc2)c(=O)n(O)c1=O,0.9,6.045757491
CC(C)c1c(Cc2ccccc2)n(COCc2cccc(Cl)c2F)c(=O)n(O)c1=O,0.9,6.045757491
Cc1c(Oc2ccccc2OCCn2ccc(=O)[nH]c2=O)cc(CC2CC2)c2ccc(C#N)cc12,0.9,6.045757491
Cc1ccc(S(=O)(=O)n2c(=S)[nH]c3ccc(Cl)cc32)cc1C,0.9,6.045757491
COc1c(C)cc(/C(=C\CCCc2nnc(C)o2)c2cc(C)c3oc(=O)n(C)c3c2)cc1C(=O)SC,0.91,6.040958608
Brc1n(CCN(C)C2=O)c2cc1,0.912010839,6.04
C#CCN(C(NCC#C)=O)N=O,0.912010839,6.04
C(=O)(\C=C\C(O)=O)NNC(=O)\C=C\C(O)=O,0.912010839,6.04
C(C(O)=O)(CC=C)CCC(C(O)=O)CC=C,0.912010839,6.04
C(c1ccc(N)cc1)(=O)Nc2ccccc2N,0.912010839,6.04
C(CC)C(C(C(CCC)N(CC)CC)=O)O,0.912010839,6.04
C(n1cnc(c(nc(F)n2)N)c12)C(O)CO,0.912010839,6.04
C(N1N=CC(Cl)=C(Cl)C1=O)CCl,0.912010839,6.04
C(O)(C(=O)NCC=C)C(O)C(=O)NCC=C,0.912010839,6.04
C=CCN(C(ON1C(=O)CCC1=O)=O)N=O,0.912010839,6.04
C1(=O)OC2(C)C(=C(C(CO2)C)O)C(OC)=C1,0.912010839,6.04
C1(CN)(C(CCC2)C12CO)N3CCOCC3,0.912010839,6.04
c1(ncc(C(NC(OCC)=O)=O)c(O)n1)O,0.912010839,6.04
C12C(OC)(OC)C(C(C(CO)(C)N)C1)C=C2,0.912010839,6.04
C1C(N2C=CC(=O)NC2=O)CC(O)C1CO,0.912010839,6.04
c1cc(N=C(CN(C)CCC2)N2C3=O)c3cc1,0.912010839,6.04
C1CCC2(S(=O)CC(C)=C(C)C2)C(=O)C1,0.912010839,6.04
C1CN(\C=N\C(C)(C)C)C(C)=C1SCC,0.912010839,6.04
ClCCNC(SCC(OCC)=O)=O,0.912010839,6.04
N#CC1=C(\C=C\c2occc2)C(C)(C)OC1=O,0.912010839,6.04
N1(CC(CCO)CO)C=C(C)C(=O)NC1=O,0.912010839,6.04
n1c(Sc2c([N+]([O-])=O)ncn2C)[nH]cn1,0.912010839,6.04
NC(NNC\C(=C(\C(O)=O)/Cl)\Cl)=O,0.912010839,6.04
O(c1ccc(OC)cc1)P2OC(C)CO2,0.912010839,6.04
O=C1c2c(C(=O)N(C(CC34)CC3)N14)cccc2,0.912010839,6.04
O=C1N(C(=O)N(C)C12NC(=O)N(C)C2=O)C,0.912010839,6.04
O=C1N(N=C(OC)c(nccc2)c12)C,0.912010839,6.04
O=C1OCCN1c2ccccc2,0.912010839,6.04
O=S1(CC(N2CCCC2)(CCCC3)C13)=O,0.912010839,6.04
o1c(\C=C(\P(OC)(OC)=O)/C#N)ccc1,0.912010839,6.04
o1cc(\C=C(\P(OC)(OC)=O)/C#N)cc1,0.912010839,6.04
Oc1nc(cc(COC2=O)c12)C,0.912010839,6.04
